src,dst,relationship
NUX,TJM,1147.217988
NUX,UFA,1695.975004
NUX,VKO,2370.230514
NYM,OVS,645.7269369
NYM,VKO,2186.237337
OVS,NYM,645.7269369
OVS,SVX,534.1101655
OVS,VKO,1645.191921
SVX,OVS,534.1101655
TJM,NUX,1147.217988
UCT,VKO,1279.056114
UFA,NUX,1695.975004
VKO,EYK,1859.767489
VKO,NCU,2168.568893
VKO,NUX,2370.230514
VKO,NYM,2186.237337
VKO,OVS,1645.191921
VKO,UCT,1279.056114
BKK,DAC,1568.323661
BZL,DAC,116.3224218
CCU,CGP,348.8845453
CCU,DAC,239.1660477
CGP,CCU,348.8845453
CGP,DAC,228.8689131
CGP,MCT,3429.345677
CXB,DAC,310.6727795
DAC,BKK,1568.323661
DAC,BZL,116.3224218
DAC,CCU,239.1660477
DAC,CGP,228.8689131
DAC,CXB,310.6727795
DAC,DXB,3536.933288
DAC,JED,5231.027731
DAC,JSR,145.8964174
DAC,KTM,661.7863504
DAC,KUL,2642.344466
DAC,MCT,3262.238647
DAC,SPD,260.7020595
DAC,ZYL,193.9897187
DXB,DAC,3536.933288
JED,DAC,5231.027731
JSR,DAC,145.8964174
KTM,DAC,661.7863504
KUL,DAC,2642.344466
MCT,CGP,3429.345677
MCT,DAC,3262.238647
RJH,DAC,192.4298921
SPD,DAC,260.7020595
SPD,RJH,149.918984
ZYL,DAC,193.9897187
YGZ,YRB,383.4141589
YRB,YGZ,383.4141589
DFW,EZE,8533.648436
EZE,DFW,8533.648436
EZE,JFK,8534.825012
EZE,MIA,7118.914847
EZE,PUJ,6026.816403
JFK,EZE,8534.825012
MIA,EZE,7118.914847
MIA,PUJ,1466.296168
PUJ,EZE,6026.816403
PUJ,MIA,1466.296168
YEG,YXY,1528.56202
YLW,YVR,287.1813189
YLW,YXY,1545.725004
YOW,YZF,3099.695689
YVR,YLW,287.1813189
YVR,YXY,1483.325782
YXY,YLW,1545.725004
YXY,YVR,1483.325782
YXY,YYC,1677.915923
YXY,YZF,1103.694191
YYC,YEG,245.994092
YZF,YOW,3099.695689
YZF,YXY,1103.694191
ACA,MEX,306.5057098
ACA,TLC,287.5704391
AGU,MEX,421.7036339
BOG,MEX,3158.906723
CEN,MEX,1408.816285
CJS,MEX,1543.203033
CME,MEX,769.3379441
CPE,MEX,898.6646745
CTM,MEX,1134.474256
CUL,MEX,1048.557336
CUN,MEX,1284.357989
CUN,MTY,1448.344814
CUN,TLC,1337.297235
CUU,MEX,1244.850296
CZM,MEX,1274.771069
GDL,MEX,459.1071173
GDL,MTY,669.9625521
GDL,SAT,1114.110301
GDL,SJD,723.2448324
GDL,SNA,2048.673911
GDL,TIJ,1902.388561
GUA,MEX,1056.363972
HAV,MEX,1770.726242
HMO,MEX,1618.934647
HUX,MEX,504.324425
JFK,MEX,3365.336725
LAP,MEX,1274.195184
LAS,MTY,1832.153266
LAS,TLC,2405.478893
MEX,ACA,306.5057098
MEX,AGU,421.7036339
MEX,BOG,3158.906723
MEX,CEN,1408.816285
MEX,CJS,1543.203033
MEX,CME,769.3379441
MEX,CPE,898.6646745
MEX,CTM,1134.474256
MEX,CUL,1048.557336
MEX,CUN,1284.357989
MEX,CUU,1244.850296
MEX,CZM,1274.771069
MEX,GDL,459.1071173
MEX,GUA,1056.363972
MEX,HAV,1770.726242
MEX,HMO,1618.934647
MEX,HUX,504.324425
MEX,JFK,3365.336725
MEX,LAP,1274.195184
MEX,MIA,2050.70792
MEX,MID,996.4306325
MEX,MTT,495.5182084
MEX,MTY,713.1646883
MEX,MZT,852.4355163
MEX,OAX,367.0886859
MEX,PQM,773.5923252
MEX,PVR,660.2940164
MEX,REX,735.9351223
MEX,SAT,1124.42589
MEX,SJD,1177.622597
MEX,SJO,1910.425081
MEX,SNA,2442.153917
MEX,TAM,341.8248364
MEX,TGZ,714.9689408
MEX,TIJ,2300.993148
MEX,TRC,814.4267399
MEX,VER,304.4771435
MEX,VSA,677.8194504
MEX,ZCL,537.1460897
MEX,ZIH,324.1211335
MEX,ZLO,576.7474498
MIA,MEX,2050.70792
MID,MEX,996.4306325
MTT,MEX,495.5182084
MTY,CUN,1448.344814
MTY,GDL,669.9625521
MTY,LAS,1832.153266
MTY,MEX,713.1646883
MTY,SAT,447.5932696
MTY,TLC,718.3988435
MZT,MEX,852.4355163
OAX,MEX,367.0886859
PQM,MEX,773.5923252
PVR,MEX,660.2940164
PVR,TLC,612.7297678
REX,MEX,735.9351223
SAT,GDL,1114.110301
SAT,MEX,1124.42589
SAT,MTY,447.5932696
SAT,TLC,1139.205166
SJD,GDL,723.2448324
SJD,MEX,1177.622597
SJD,TLC,1134.281888
SJO,MEX,1910.425081
SNA,GDL,2048.673911
SNA,MEX,2442.153917
TAM,MEX,341.8248364
TGZ,MEX,714.9689408
TIJ,GDL,1902.388561
TIJ,MEX,2300.993148
TLC,ACA,287.5704391
TLC,CUN,1337.297235
TLC,LAS,2405.478893
TLC,MTY,718.3988435
TLC,PVR,612.7297678
TLC,SAT,1139.205166
TLC,SJD,1134.281888
TLC,ZIH,277.814061
TRC,MEX,814.4267399
VER,MEX,304.4771435
VSA,MEX,677.8194504
ZCL,MEX,537.1460897
ZIH,MEX,324.1211335
ZIH,TLC,277.814061
ZLO,MEX,576.7474498
DEL,HEA,1543.027388
DEL,KBL,1001.292104
DXB,KBL,1686.394795
HEA,DEL,1543.027388
HEA,ISB,982.8329751
HEA,KBL,641.9555845
ISB,HEA,982.8329751
ISB,KBL,353.3542139
KBL,DEL,1001.292104
KBL,DXB,1686.394795
KBL,HEA,641.9555845
KBL,ISB,353.3542139
KBL,MZR,299.0300122
MZR,KBL,299.0300122
AYT,ZRH,2165.571146
BSL,HRG,3216.4379
HRG,BSL,3216.4379
HRG,ZRH,3146.385973
PRN,ZRH,1120.222553
RMF,ZRH,3337.441267
SKP,ZRH,1198.298105
ZRH,AYT,2165.571146
ZRH,HRG,3146.385973
ZRH,PRN,1120.222553
ZRH,RMF,3337.441267
ZRH,SKP,1198.298105
AGP,STR,1738.875525
AGP,TXL,2245.875743
ALG,CGN,1606.804288
AMS,HAM,379.3569026
AOI,DUS,985.9470501
AOI,TXL,994.4761069
ARN,CGN,1188.763787
ARN,DUS,1162.402144
ARN,HAM,825.5040622
ATH,CGN,1952.689988
ATH,STR,1682.158036
AYT,CGN,2432.08384
BCN,CGN,1132.74569
BCN,DUS,1167.414587
BCN,HAJ,1367.601813
BCN,HAM,1492.563631
BCN,STR,994.6559863
BDS,STR,1127.022172
BEG,STR,946.775822
BGO,HAM,794.8250295
BHX,HAM,794.4900141
BHX,TXL,1015.854261
BIA,CGN,941.3290367
BIA,DUS,992.9733171
BIA,HAM,1232.345582
BIA,STR,682.7278193
BIA,TXL,1148.337859
BIO,DUS,1147.634659
BIO,STR,1110.410306
BLQ,CGN,768.9528124
BLQ,TXL,904.2179487
BRE,STR,485.5024775
BRI,CGN,1309.746482
BRI,DUS,1363.030453
BRI,STR,1027.173208
BRU,STR,419.5135359
BSL,DUS,415.0361389
BUD,CGN,959.1916353
BUD,HAM,949.8154516
BUD,STR,758.538916
CAG,CGN,1300.040911
CAG,DUS,1350.302721
CAG,STR,1049.58729
CDG,HAM,727.8466213
CFU,CGN,1597.919807
CFU,DRS,1367.882384
CFU,STR,1319.779389
CGN,ALG,1606.804288
CGN,ARN,1188.763787
CGN,ATH,1952.689988
CGN,AYT,2432.08384
CGN,BCN,1132.74569
CGN,BIA,941.3290367
CGN,BLQ,768.9528124
CGN,BRI,1309.746482
CGN,BUD,959.1916353
CGN,CAG,1300.040911
CGN,CFU,1597.919807
CGN,CLY,935.9622647
CGN,CTA,1616.157914
CGN,DBV,1251.173033
CGN,DRS,464.3589699
CGN,DUB,956.6855637
CGN,EDI,895.8076803
CGN,FAO,1950.5134
CGN,FCO,1080.660629
CGN,FDH,394.5642631
CGN,HAM,363.2786752
CGN,HDF,581.5349476
CGN,HER,2251.435072
CGN,IBZ,1407.843408
CGN,JMK,2072.284471
CGN,JTR,2171.017675
CGN,KGS,2224.470516
CGN,KLU,705.6442963
CGN,KVA,1740.019546
CGN,LEJ,360.6239699
CGN,LHR,534.2208065
CGN,LIS,1850.454474
CGN,LPA,3174.630454
CGN,MAN,699.4167324
CGN,MXP,593.8175853
CGN,NAP,1238.640186
CGN,NCE,801.4559465
CGN,NDR,1945.737568
CGN,OLB,1123.283899
CGN,PMI,1303.916244
CGN,PMO,1486.541628
CGN,PRG,510.4976272
CGN,PSA,835.1754218
CGN,PUY,833.9115958
CGN,RAK,2478.390678
CGN,RHO,2314.019641
CGN,RJK,835.5117426
CGN,RLG,486.2198265
CGN,SAW,2030.34433
CGN,SJJ,1148.210513
CGN,SKG,1677.168779
CGN,SPU,1067.087895
CGN,STN,492.4642156
CGN,SUF,1508.216674
CGN,SZG,544.8365426
CGN,TLV,3087.985487
CGN,TUN,1577.518029
CGN,TXL,463.1754595
CGN,VCE,709.8355359
CGN,VIE,745.9889508
CGN,VRN,668.5539979
CGN,WAW,965.9289322
CGN,XRY,1887.94241
CGN,ZAD,970.7021399
CGN,ZAG,870.9157533
CGN,ZRH,391.756846
CLY,CGN,935.9622647
CTA,CGN,1616.157914
CTA,DUS,1670.009053
CTA,HAJ,1718.993795
CTA,HAM,1839.117063
CTA,STR,1334.165032
CTA,TXL,1683.932988
CWL,DUS,701.7777363
DBV,CGN,1251.173033
DBV,DUS,1302.63772
DBV,HAJ,1273.639648
DBV,HAM,1373.71653
DBV,STR,978.1478313
DBV,TXL,1172.175648
DRS,CFU,1367.882384
DRS,CGN,464.3589699
DRS,DUS,487.7634701
DRS,STR,423.7930335
DTM,HDF,512.6440194
DTM,MUC,461.4212967
DTM,PMI,1382.911425
DTM,SAW,2032.365017
DTM,SPU,1099.515889
DUB,CGN,956.6855637
DUB,DUS,915.1061162
DUS,AOI,985.9470501
DUS,ARN,1162.402144
DUS,BCN,1167.414587
DUS,BIA,992.9733171
DUS,BIO,1147.634659
DUS,BRI,1363.030453
DUS,BSL,415.0361389
DUS,CAG,1350.302721
DUS,CTA,1670.009053
DUS,CWL,701.7777363
DUS,DBV,1302.63772
DUS,DRS,487.7634701
DUS,DUB,915.1061162
DUS,GVA,563.7494703
DUS,HDF,575.6661151
DUS,HER,2302.818658
DUS,IBZ,1443.147722
DUS,KTW,867.5426574
DUS,LEJ,380.003634
DUS,LYS,630.975281
DUS,MAD,1441.299684
DUS,MPL,883.0517903
DUS,MXP,645.5830197
DUS,NQY,829.9475122
DUS,NUE,364.6708668
DUS,OLB,1174.489641
DUS,PMI,1341.975
DUS,POZ,701.6412036
DUS,PRG,543.8229732
DUS,PRN,1449.169881
DUS,SKG,1726.636625
DUS,SPU,1119.31738
DUS,SUF,1562.09085
DUS,TRN,680.1673008
DUS,VCE,763.4988856
DUS,WAW,981.2837491
DUS,WRO,704.8513278
DUS,ZAD,1023.226733
EDI,CGN,895.8076803
FAO,CGN,1950.5134
FAO,HAM,2306.394705
FAO,STR,1901.945883
FCO,CGN,1080.660629
FCO,HAJ,1200.866244
FCO,HAM,1326.00542
FCO,STR,801.5010821
FCO,TXL,1198.981545
FDH,CGN,394.5642631
FKB,HAM,555.4848879
FMM,HAM,627.5647605
FMM,TXL,552.3725566
FRA,HDF,573.3534452
GVA,DUS,563.7494703
GVA,HAM,867.2790418
HAJ,BCN,1367.601813
HAJ,CTA,1718.993795
HAJ,DBV,1273.639648
HAJ,FCO,1200.866244
HAJ,HER,2262.236491
HAJ,MXP,762.6939759
HAJ,NAP,1333.496814
HAJ,PMI,1530.694492
HAJ,PRN,1387.809678
HAJ,SAW,1961.967943
HAJ,SKG,1667.006298
HAJ,SPU,1106.304338
HAJ,STN,647.1398551
HAJ,STR,420.6093457
HAJ,SUF,1589.441236
HAJ,VCE,797.4103739
HAJ,VIE,687.4071717
HAM,AMS,379.3569026
HAM,ARN,825.5040622
HAM,BCN,1492.563631
HAM,BGO,794.8250295
HAM,BHX,794.4900141
HAM,BIA,1232.345582
HAM,BUD,949.8154516
HAM,CDG,727.8466213
HAM,CGN,363.2786752
HAM,CTA,1839.117063
HAM,DBV,1373.71653
HAM,FAO,2306.394705
HAM,FCO,1326.00542
HAM,FKB,555.4848879
HAM,FMM,627.5647605
HAM,GVA,867.2790418
HAM,HER,2352.963671
HAM,KLU,836.1790385
HAM,LHR,745.4433932
HAM,MAD,1780.857041
HAM,MAN,810.8316564
HAM,MXP,894.1165103
HAM,NAP,1453.150347
HAM,NCE,1127.159523
HAM,NUE,465.5440747
HAM,OLB,1416.137512
HAM,OSL,724.5758075
HAM,PMI,1658.501638
HAM,PRG,489.7811461
HAM,PRN,1474.359602
HAM,RJK,991.9811112
HAM,SAW,2019.739841
HAM,SKG,1752.363914
HAM,SPU,1213.15467
HAM,STR,551.9424775
HAM,TLS,1277.918984
HAM,VCE,919.2720674
HAM,VIE,767.4636453
HAM,VRN,917.940732
HAM,ZRH,693.054568
HDF,CGN,581.5349476
HDF,DTM,512.6440194
HDF,DUS,575.6661151
HDF,FRA,573.3534452
HDF,STR,670.7967876
HEL,TXL,1118.843026
HER,CGN,2251.435072
HER,DUS,2302.818658
HER,HAJ,2262.236491
HER,HAM,2352.963671
HER,STR,1977.290556
HER,TXL,2131.95331
IBZ,CGN,1407.843408
IBZ,DUS,1443.147722
IBZ,STR,1258.841975
IBZ,TXL,1775.755524
JMK,CGN,2072.284471
JTR,CGN,2171.017675
KGS,CGN,2224.470516
KLU,CGN,705.6442963
KLU,HAM,836.1790385
KLU,TXL,662.2794581
KRK,STR,779.3202895
KTW,DUS,867.5426574
KVA,CGN,1740.019546
KVA,STR,1486.649775
LEJ,CGN,360.6239699
LEJ,DUS,380.003634
LEJ,STR,372.3950207
LHR,CGN,534.2208065
LHR,HAM,745.4433932
LHR,STR,756.2531174
LHR,TXL,947.2445246
LIN,TXL,843.14362
LIS,CGN,1850.454474
LIS,STR,1833.043933
LPA,CGN,3174.630454
LYS,DUS,630.975281
MAD,DUS,1441.299684
MAD,HAM,1780.857041
MAN,CGN,699.4167324
MAN,HAM,810.8316564
MPL,DUS,883.0517903
MUC,DTM,461.4212967
MXP,CGN,593.8175853
MXP,DUS,645.5830197
MXP,HAJ,762.6939759
MXP,HAM,894.1165103
MXP,STR,342.2194296
NAP,CGN,1238.640186
NAP,HAJ,1333.496814
NAP,HAM,1453.150347
NAP,STR,954.9763336
NCE,CGN,801.4559465
NCE,HAM,1127.159523
NCE,TXL,1086.670747
NDR,CGN,1945.737568
NQY,DUS,829.9475122
NUE,DUS,364.6708668
NUE,HAM,465.5440747
NUE,TXL,373.7585408
OLB,CGN,1123.283899
OLB,DUS,1174.489641
OLB,HAM,1416.137512
OLB,STR,866.6539181
OSL,HAM,724.5758075
PMI,CGN,1303.916244
PMI,DTM,1382.911425
PMI,DUS,1341.975
PMI,HAJ,1530.694492
PMI,HAM,1658.501638
PMI,STR,1139.301576
PMI,TXL,1655.806048
PMO,CGN,1486.541628
POZ,DUS,701.6412036
PRG,CGN,510.4976272
PRG,DUS,543.8229732
PRG,HAM,489.7811461
PRN,DUS,1449.169881
PRN,HAJ,1387.809678
PRN,HAM,1474.359602
PRN,STR,1140.887391
PRN,TXL,1251.763435
PSA,CGN,835.1754218
PUY,CGN,833.9115958
RAK,CGN,2478.390678
RHO,CGN,2314.019641
RJK,CGN,835.5117426
RJK,HAM,991.9811112
RJK,STR,560.0333068
RLG,CGN,486.2198265
RLG,STR,618.8207979
SAW,CGN,2030.34433
SAW,DTM,2032.365017
SAW,HAJ,1961.967943
SAW,HAM,2019.739841
SAW,STR,1798.558878
SAW,TXL,1773.330702
SJJ,CGN,1148.210513
SJJ,STR,883.9616266
SJJ,TXL,1040.128932
SKG,CGN,1677.168779
SKG,DUS,1726.636625
SKG,HAJ,1667.006298
SKG,HAM,1752.363914
SKG,STR,1414.007377
SPU,CGN,1067.087895
SPU,DTM,1099.515889
SPU,DUS,1119.31738
SPU,HAJ,1106.304338
SPU,HAM,1213.15467
SPU,STR,790.2641962
SPU,TXL,1027.48227
STN,CGN,492.4642156
STN,HAJ,647.1398551
STN,STR,729.955572
STR,AGP,1738.875525
STR,ATH,1682.158036
STR,BCN,994.6559863
STR,BDS,1127.022172
STR,BEG,946.775822
STR,BIA,682.7278193
STR,BIO,1110.410306
STR,BRE,485.5024775
STR,BRI,1027.173208
STR,BRU,419.5135359
STR,BUD,758.538916
STR,CAG,1049.58729
STR,CFU,1319.779389
STR,CTA,1334.165032
STR,DBV,978.1478313
STR,DRS,423.7930335
STR,FAO,1901.945883
STR,FCO,801.5010821
STR,HAJ,420.6093457
STR,HAM,551.9424775
STR,HDF,670.7967876
STR,HER,1977.290556
STR,IBZ,1258.841975
STR,KRK,779.3202895
STR,KVA,1486.649775
STR,LEJ,372.3950207
STR,LHR,756.2531174
STR,LIS,1833.043933
STR,MXP,342.2194296
STR,NAP,954.9763336
STR,OLB,866.6539181
STR,PMI,1139.301576
STR,PRN,1140.887391
STR,RJK,560.0333068
STR,RLG,618.8207979
STR,SAW,1798.558878
STR,SJJ,883.9616266
STR,SKG,1414.007377
STR,SPU,790.2641962
STR,STN,729.955572
STR,SUF,1223.9659
STR,TXL,516.9383092
STR,VIE,546.0451434
STR,ZAD,692.46641
STR,ZAG,611.8492986
SUF,CGN,1508.216674
SUF,DUS,1562.09085
SUF,HAJ,1589.441236
SUF,STR,1223.9659
SZG,CGN,544.8365426
TLS,HAM,1277.918984
TLV,CGN,3087.985487
TRN,DUS,680.1673008
TUN,CGN,1577.518029
TXL,AGP,2245.875743
TXL,AOI,994.4761069
TXL,BHX,1015.854261
TXL,BIA,1148.337859
TXL,BLQ,904.2179487
TXL,CGN,463.1754595
TXL,CTA,1683.932988
TXL,DBV,1172.175648
TXL,FCO,1198.981545
TXL,FMM,552.3725566
TXL,HEL,1118.843026
TXL,HER,2131.95331
TXL,IBZ,1775.755524
TXL,KLU,662.2794581
TXL,LHR,947.2445246
TXL,LIN,843.14362
TXL,NCE,1086.670747
TXL,NUE,373.7585408
TXL,PMI,1655.806048
TXL,PRN,1251.763435
TXL,SAW,1773.330702
TXL,SJJ,1040.128932
TXL,SPU,1027.48227
TXL,STR,516.9383092
TXL,VIE,546.7038578
TXL,VRN,815.4948155
TXL,ZAD,951.8920956
VCE,CGN,709.8355359
VCE,DUS,763.4988856
VCE,HAJ,797.4103739
VCE,HAM,919.2720674
VIE,CGN,745.9889508
VIE,HAJ,687.4071717
VIE,HAM,767.4636453
VIE,STR,546.0451434
VIE,TXL,546.7038578
VRN,CGN,668.5539979
VRN,HAM,917.940732
VRN,TXL,815.4948155
WAW,CGN,965.9289322
WAW,DUS,981.2837491
WRO,DUS,704.8513278
XRY,CGN,1887.94241
ZAD,CGN,970.7021399
ZAD,DUS,1023.226733
ZAD,STR,692.46641
ZAD,TXL,951.8920956
ZAG,CGN,870.9157533
ZAG,STR,611.8492986
ZRH,CGN,391.756846
ZRH,HAM,693.054568
AKP,FAI,407.1551711
BTT,AKP,135.9285252
BTT,CXF,10000
CEM,IRC,43.14059787
CIK,FAI,277.0055051
CIK,FYU,67.15779281
CXF,AKP,10000
FAI,BTT,286.8728516
FAI,CEM,166.312914
FAI,CIK,277.0055051
FAI,FYU,228.8028024
FAI,MLY,133.0207924
FAI,RMP,10000
FAI,SVS,10000
FAI,TAL,10000
FAI,WBQ,173.2611515
FYU,CIK,67.15779281
FYU,FAI,228.8028024
IRC,FAI,208.6174787
MLY,MNT,10000
MNT,FAI,10000
RMP,FAI,10000
SVS,FAI,10000
SVS,WBQ,10000
TAL,FAI,10000
WBQ,FAI,173.2611515
WBQ,SVS,10000
AKI,TLT,10000
ATT,KUK,10000
BET,ATT,10000
BET,EEK,63.95211495
BET,GNU,10000
BET,KPN,152.9992373
BET,KWN,113.9421423
BET,KWT,21.4151554
BET,MLL,121.0072551
BET,NME,159.8737134
BET,WNA,12.56147374
BET,WTL,10000
CYF,BET,151.389954
EEK,BET,63.95211495
EEK,KWN,52.17713475
GNU,PTU,10000
KKH,KWK,18.58848301
KKI,AKI,10000
KPN,CYF,27.90029967
KUK,NUP,10000
KWK,BET,124.3189198
KWN,BET,113.9421423
KWN,EEK,52.17713475
KWT,KKI,10000
MLL,PQS,10000
NME,OOK,22.53480212
NUP,BET,10000
OOK,TNK,10000
PKA,BET,9.151537221
PQS,BET,10000
PTU,BET,196.6398996
TLT,BET,10000
TNK,WWT,10000
WNA,PKA,11.02851165
WTL,KKH,10000
WWT,BET,10000
BOC,SJO,226.5764664
DRK,SJO,154.822214
FON,XQP,127.6558213
GLF,PJM,18.65023679
LIR,SJO,160.6057031
LIR,SYQ,169.1816051
LIR,TNO,10000
MGA,SJO,320.5349503
NOB,TMU,74.85888784
PJM,SJO,190.582171
PMZ,SJO,141.5516843
SJO,BOC,226.5764664
SJO,DRK,154.822214
SJO,FON,71.18960903
SJO,GLF,186.7743343
SJO,MGA,320.5349503
SJO,NOB,158.1667498
SJO,PJM,190.582171
SJO,TMU,92.64594814
SJO,TNO,10000
SJO,TTQ,80.91118782
SJO,XQP,61.84419189
SYQ,LIR,169.1816051
TMU,SJO,92.64594814
TNO,LIR,10000
TNO,SJO,10000
TTQ,SJO,80.91118782
XQP,PMZ,90.89518922
XQP,SJO,61.84419189
ACC,KMS,200.0013221
KMS,ACC,200.0013221
EDL,LOK,304.9553759
EDL,NBO,268.3260735
JUB,NBO,907.7915809
KIS,EDL,78.68799895
KIS,NBO,280.3077832
LAU,MYD,141.1415786
LOK,EDL,304.9553759
MBA,NBO,422.9395821
MBA,ZNZ,246.6191283
MYD,LAU,141.1415786
MYD,NBO,411.6497039
NBO,EDL,268.3260735
NBO,JUB,907.7915809
NBO,KIS,280.3077832
NBO,LOK,515.1466229
NBO,MBA,422.9395821
NBO,MYD,411.6497039
ZNZ,MBA,246.6191283
BCD,CEB,117.5749526
BCD,CGY,287.8741427
BCD,DVO,498.2854509
BCD,MNL,468.0386443
BKI,MNL,1097.018126
BKK,MNL,2187.616358
BWN,MNL,1255.265887
BXU,CEB,223.0862561
BXU,MNL,785.6636044
CAN,MNL,1277.993384
CBO,MNL,887.6554025
CEB,BCD,117.5749526
CEB,BXU,223.0862561
CEB,CGM,141.7704312
CEB,CGY,195.648123
CEB,CRK,657.0135374
CEB,DGT,131.3736328
CEB,DPL,202.1095697
CEB,DVO,398.4338741
CEB,GES,488.2467227
CEB,HKG,1711.400645
CEB,IAO,228.2971858
CEB,ICN,3030.358002
CEB,ILO,172.5850516
CEB,KLO,232.1319775
CEB,LGP,318.0167105
CEB,MNL,566.9447131
CEB,MPH,284.8536021
CEB,OZC,237.2098182
CEB,PAG,281.2112889
CEB,PPS,575.0134793
CEB,PUS,2810.890574
CEB,SIN,2422.518106
CEB,SUG,175.5230874
CEB,TAC,153.6291302
CEB,USU,468.6908153
CEB,ZAM,431.4816688
CGK,MNL,2788.142662
CGM,CEB,141.7704312
CGY,BCD,287.8741427
CGY,CEB,195.648123
CGY,DVO,210.9350608
CGY,ILO,327.5156291
CGY,MNL,754.9091165
CRK,CEB,657.0135374
CRK,HKG,1056.394483
CRK,MFM,1066.502281
CRK,SIN,2381.635953
CYZ,MNL,280.4328938
DGT,CEB,131.3736328
DGT,MNL,626.5736902
DPL,CEB,202.1095697
DPL,DVO,302.2632049
DPL,MNL,703.7657492
DPS,MNL,2665.373221
DVO,BCD,498.2854509
DVO,CEB,398.4338741
DVO,CGY,210.9350608
DVO,DPL,302.2632049
DVO,ILO,538.3361005
DVO,MNL,963.7717812
DVO,PPS,811.3975314
DVO,ZAM,396.3957974
DXB,MNL,6906.037517
GES,CEB,488.2467227
GES,ILO,603.1677326
GES,MNL,1039.923633
HAN,MNL,1773.139439
HKG,CEB,1711.400645
HKG,CRK,1056.394483
HKG,ILO,1568.603798
HKG,MNL,1145.858097
HKT,MNL,2573.562216
IAO,CEB,228.2971858
ICN,CEB,3030.358002
ICN,KLO,2896.325069
ICN,MNL,2608.849377
ILO,CEB,172.5850516
ILO,CGY,327.5156291
ILO,DVO,538.3361005
ILO,GES,603.1677326
ILO,HKG,1568.603798
ILO,MNL,438.8388569
ILO,PPS,426.184081
ILO,SIN,2298.972699
KIX,MNL,2634.794395
KLO,CEB,232.1319775
KLO,ICN,2896.325069
KLO,MNL,347.1762046
KUL,MNL,2489.881046
LAO,MNL,411.3374759
LGP,CEB,318.0167105
LGP,MNL,329.3862311
MFM,CRK,1066.502281
MFM,MNL,1155.563661
MNL,BCD,468.0386443
MNL,BKI,1097.018126
MNL,BKK,2187.616358
MNL,BWN,1255.265887
MNL,BXU,785.6636044
MNL,CAN,1277.993384
MNL,CBO,887.6554025
MNL,CEB,566.9447131
MNL,CGK,2788.142662
MNL,CGY,754.9091165
MNL,CYZ,280.4328938
MNL,DGT,626.5736902
MNL,DPL,703.7657492
MNL,DPS,2665.373221
MNL,DVO,963.7717812
MNL,DXB,6906.037517
MNL,GES,1039.923633
MNL,HAN,1773.139439
MNL,HKG,1145.858097
MNL,HKT,2573.562216
MNL,ICN,2608.849377
MNL,ILO,438.8388569
MNL,KIX,2634.794395
MNL,KLO,347.1762046
MNL,KUL,2489.881046
MNL,LAO,411.3374759
MNL,LGP,329.3862311
MNL,MFM,1155.563661
MNL,MPH,304.6045541
MNL,NGO,2759.878487
MNL,NRT,3050.791296
MNL,OZC,768.1056555
MNL,PAG,788.7976039
MNL,PEK,2875.985392
MNL,PPS,584.1982729
MNL,PUS,2431.01084
MNL,PVG,1851.435323
MNL,REP,1860.388396
MNL,RXS,374.1081206
MNL,SGN,1611.383603
MNL,SIN,2374.851648
MNL,SJI,238.7645052
MNL,TAC,567.229926
MNL,TAG,620.3819033
MNL,TPE,1175.440749
MNL,TUG,356.7990484
MNL,USU,283.4841291
MNL,VRC,358.9651956
MNL,WNP,263.5420729
MNL,XMN,1156.171687
MNL,ZAM,851.1508238
MPH,CEB,284.8536021
MPH,MNL,304.6045541
NGO,MNL,2759.878487
NRT,MNL,3050.791296
OZC,CEB,237.2098182
OZC,MNL,768.1056555
PAG,CEB,281.2112889
PAG,MNL,788.7976039
PEK,MNL,2875.985392
PPS,CEB,575.0134793
PPS,DVO,811.3975314
PPS,ILO,426.184081
PPS,MNL,584.1982729
PUS,CEB,2810.890574
PUS,MNL,2431.01084
PVG,MNL,1851.435323
REP,MNL,1860.388396
RXS,MNL,374.1081206
SGN,MNL,1611.383603
SIN,CEB,2422.518106
SIN,CRK,2381.635953
SIN,ILO,2298.972699
SIN,MNL,2374.851648
SJI,MNL,238.7645052
SUG,CEB,175.5230874
TAC,CEB,153.6291302
TAC,MNL,567.229926
TAG,MNL,620.3819033
TPE,MNL,1175.440749
TUG,MNL,356.7990484
USU,CEB,468.6908153
USU,MNL,283.4841291
VRC,MNL,358.9651956
WNP,MNL,263.5420729
XMN,MNL,1156.171687
ZAM,CEB,431.4816688
ZAM,DVO,396.3957974
ZAM,MNL,851.1508238
ANU,NEV,85.04007054
NEV,ANU,85.04007054
ARH,CSH,240.5269634
ARH,LED,759.0356874
ARH,MMK,581.3083709
ARH,NNM,651.0403889
ARH,SVO,976.1360084
ARH,USK,786.7000475
CSH,ARH,240.5269634
LED,ARH,759.0356874
LED,MMK,1005.667136
LED,SCW,1132.884164
MMK,ARH,581.3083709
MMK,LED,1005.667136
MMK,SVO,1443.450717
MMK,TOS,553.2308145
NNM,ARH,651.0403889
SCW,LED,1132.884164
SCW,SVO,994.8781583
SVO,ARH,976.1360084
SVO,MMK,1443.450717
SVO,SCW,994.8781583
TOS,MMK,553.2308145
USK,ARH,786.7000475
ANF,IQQ,324.6405646
CCP,SCL,429.1117088
IQQ,SCL,1430.967583
SCL,ANF,1106.722072
AEP,MVD,220.2112051
AEP,PDP,305.3644033
